BOROUGH,LATITUDE,LONGITUDE,NTA
BROOKLYN,40.699552,-73.992679,Brooklyn Heights-Cobble Hill
MANHATTAN,40.752048,-73.987505,Midtown-Midtown South
MANHATTAN,40.751364,-73.983661,Midtown-Midtown South
MANHATTAN,40.734037,-73.998726,West Village
MANHATTAN,40.772308,-73.94653,Yorkville
MANHATTAN,40.792081,-73.977241,Upper West Side
MANHATTAN,40.797016,-73.968221,Upper West Side
MANHATTAN,40.811476,-73.940481,Central Harlem North-Polo Grounds
MANHATTAN,40.767977,-73.95235,Lenox Hill-Roosevelt Island
BROOKLYN,40.695732,-73.939607,Stuyvesant Heights
BRONX,40.845216,-73.826436,Pelham Bay-Country Club-City Island
MANHATTAN,40.761275,-73.969938,Turtle Bay-East Midtown
MANHATTAN,40.714824,-74.005779,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.720659,-74.010098,SoHo-TriBeCa-Civic Center-Little Italy
BRONX,40.850185,-73.892137,East Tremont
BRONX,40.825206,-73.916267,Morrisania-Melrose
MANHATTAN,40.742475,-73.999433,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.760987,-73.984987,Midtown-Midtown South
MANHATTAN,40.78087,-73.983701,Lincoln Square
BRONX,40.825685,-73.918817,East Concourse-Concourse Village
MANHATTAN,40.782247,-73.982689,Upper West Side
BRONX,40.867945,-73.869688,Bronxdale
MANHATTAN,40.792999,-73.972975,Upper West Side
QUEENS,40.752419,-73.82056,East Flushing
MANHATTAN,40.747088,-73.991107,Midtown-Midtown South
MANHATTAN,40.760914,-73.992578,Clinton
MANHATTAN,40.807687,-73.96525,Morningside Heights
MANHATTAN,40.754466,-73.987194,Midtown-Midtown South
MANHATTAN,40.739811,-73.982451,Gramercy
MANHATTAN,40.785801,-73.980088,Upper West Side
MANHATTAN,40.732843,-73.994061,West Village
BRONX,40.809035,-73.924863,Mott Haven-Port Morris
MANHATTAN,40.744684,-73.993071,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.767746,-73.967668,Upper East Side-Carnegie Hill
MANHATTAN,40.776634,-73.959771,Upper East Side-Carnegie Hill
MANHATTAN,40.77484,-73.986493,Lincoln Square
MANHATTAN,40.754611,-73.986761,Midtown-Midtown South
MANHATTAN,40.764854,-73.968853,Upper East Side-Carnegie Hill
MANHATTAN,40.733345,-73.995544,West Village
MANHATTAN,40.74361,-73.988091,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.786656,-73.972602,Upper West Side
MANHATTAN,40.750809,-73.982845,Midtown-Midtown South
MANHATTAN,40.744902,-73.980126,Murray Hill-Kips Bay
MANHATTAN,40.728789,-73.992344,West Village
MANHATTAN,40.744338,-73.99624,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.763141,-73.984257,Midtown-Midtown South
MANHATTAN,40.752435,-73.972458,Turtle Bay-East Midtown
BRONX,40.854453,-73.838236,Van Nest-Morris Park-Westchester Square
MANHATTAN,40.766378,-73.971459,Upper East Side-Carnegie Hill
MANHATTAN,40.782381,-73.976522,Upper West Side
MANHATTAN,40.753266,-73.984379,Midtown-Midtown South
BROOKLYN,40.653644,-73.910287,Rugby-Remsen Village
MANHATTAN,40.762439,-73.984492,Midtown-Midtown South
MANHATTAN,40.743478,-73.98607,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.757078,-73.983411,Midtown-Midtown South
BRONX,40.845892,-73.83443,Pelham Bay-Country Club-City Island
MANHATTAN,40.807446,-73.966926,Morningside Heights
BRONX,40.876864,-73.861578,Williamsbridge-Olinville
QUEENS,40.779012,-73.782085,Ft. Totten-Bay Terrace-Clearview
MANHATTAN,40.767022,-73.983581,Clinton
MANHATTAN,40.765555,-73.964402,Upper East Side-Carnegie Hill
MANHATTAN,40.742989,-73.981379,Murray Hill-Kips Bay
MANHATTAN,40.714812,-74.016153,Battery Park City-Lower Manhattan
MANHATTAN,40.769574,-73.964956,Upper East Side-Carnegie Hill
MANHATTAN,40.778246,-73.962359,Upper East Side-Carnegie Hill
BROOKLYN,40.647565,-73.960544,Flatbush
MANHATTAN,40.737149,-73.992199,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.768521,-73.969505,Upper East Side-Carnegie Hill
MANHATTAN,40.760048,-73.969166,Turtle Bay-East Midtown
MANHATTAN,40.773543,-73.979471,Lincoln Square
MANHATTAN,40.751713,-73.972692,Turtle Bay-East Midtown
MANHATTAN,40.774374,-73.991555,Lincoln Square
MANHATTAN,40.76697,-73.983459,Clinton
MANHATTAN,40.753992,-73.99983,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.752374,-73.973266,Turtle Bay-East Midtown
MANHATTAN,40.728884,-73.986553,East Village
MANHATTAN,40.760911,-73.975046,Midtown-Midtown South
MANHATTAN,40.733757,-74.001894,West Village
QUEENS,40.712313,-73.826231,Kew Gardens
MANHATTAN,40.836665,-73.943331,Washington Heights South
MANHATTAN,40.766511,-73.958907,Lenox Hill-Roosevelt Island
MANHATTAN,40.749563,-73.983726,Murray Hill-Kips Bay
MANHATTAN,40.774567,-73.957941,Upper East Side-Carnegie Hill
MANHATTAN,40.761055,-73.969411,Turtle Bay-East Midtown
MANHATTAN,40.762133,-73.975991,Midtown-Midtown South
MANHATTAN,40.755651,-73.983516,Midtown-Midtown South
QUEENS,40.706235,-73.905058,Ridgewood
MANHATTAN,40.727793,-74.004604,SoHo-TriBeCa-Civic Center-Little Italy
BRONX,40.824694,-73.860859,Soundview-Castle Hill-Clason Point-Harding Park
MANHATTAN,40.748299,-73.993937,Midtown-Midtown South
MANHATTAN,40.786337,-73.952694,Upper East Side-Carnegie Hill
QUEENS,40.677991,-73.773593,Springfield Gardens North
MANHATTAN,40.716942,-74.016298,Battery Park City-Lower Manhattan
MANHATTAN,40.760098,-73.973158,Midtown-Midtown South
MANHATTAN,40.76372,-73.969197,Upper East Side-Carnegie Hill
MANHATTAN,40.757219,-73.962432,Turtle Bay-East Midtown
MANHATTAN,40.730954,-73.990435,East Village
MANHATTAN,40.805104,-73.964962,Morningside Heights
MANHATTAN,40.763336,-73.970789,Upper East Side-Carnegie Hill
MANHATTAN,40.734764,-73.996807,West Village
MANHATTAN,40.748208,-73.992663,Midtown-Midtown South
MANHATTAN,40.75978,-73.972097,Midtown-Midtown South
MANHATTAN,40.817987,-73.936439,Central Harlem North-Polo Grounds
BRONX,40.885036,-73.913805,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.748364,-73.986484,Midtown-Midtown South
MANHATTAN,40.753475,-73.990594,Midtown-Midtown South
QUEENS,40.717335,-73.803455,Pomonok-Flushing Heights-Hillcrest
MANHATTAN,40.744596,-73.992818,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.742815,-73.994645,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.78242,-73.982917,Upper West Side
MANHATTAN,40.791202,-73.973453,Upper West Side
MANHATTAN,40.737655,-73.973867,Murray Hill-Kips Bay
MANHATTAN,40.733647,-73.985917,Gramercy
MANHATTAN,40.762549,-73.986698,Clinton
MANHATTAN,40.747141,-74.00284,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.751915,-73.981131,Murray Hill-Kips Bay
MANHATTAN,40.714181,-74.012845,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.768063,-73.960657,Lenox Hill-Roosevelt Island
STATEN ISLAND,40.614937,-74.06448,Stapleton-Rosebank
MANHATTAN,40.787622,-73.955499,Upper East Side-Carnegie Hill
MANHATTAN,40.764581,-73.993466,Clinton
MANHATTAN,40.755685,-73.972943,Turtle Bay-East Midtown
MANHATTAN,40.757396,-73.980292,Midtown-Midtown South
BRONX,40.82979,-73.921074,East Concourse-Concourse Village
MANHATTAN,40.738461,-73.985515,Gramercy
MANHATTAN,40.725243,-73.994754,West Village
BROOKLYN,40.720447,-73.963203,North Side-South Side
MANHATTAN,40.81857,-73.957433,Manhattanville
MANHATTAN,40.761996,-73.959844,Lenox Hill-Roosevelt Island
MANHATTAN,40.792277,-73.936532,East Harlem South
MANHATTAN,40.774686,-73.96231,Upper East Side-Carnegie Hill
BROOKLYN,40.695822,-73.992802,Brooklyn Heights-Cobble Hill
MANHATTAN,40.777418,-73.96341,Upper East Side-Carnegie Hill
MANHATTAN,40.777891,-73.979954,Lincoln Square
MANHATTAN,40.706452,-74.005594,Battery Park City-Lower Manhattan
MANHATTAN,40.780591,-73.958205,Upper East Side-Carnegie Hill
MANHATTAN,40.769249,-73.988895,Clinton
MANHATTAN,40.717165,-73.988907,Chinatown
MANHATTAN,40.789591,-73.929973,park-cemetery-etc-Manhattan
MANHATTAN,40.809134,-73.958747,Morningside Heights
MANHATTAN,40.75728,-73.997199,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.727559,-73.990861,East Village
BRONX,40.89163,-73.856794,Williamsbridge-Olinville
MANHATTAN,40.781292,-73.981967,Upper West Side
MANHATTAN,40.729793,-73.989703,East Village
MANHATTAN,40.767931,-73.952974,Lenox Hill-Roosevelt Island
MANHATTAN,40.773384,-73.945212,Yorkville
MANHATTAN,40.736738,-73.995338,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.709139,-74.01402,Battery Park City-Lower Manhattan
MANHATTAN,40.744776,-73.981743,Murray Hill-Kips Bay
MANHATTAN,40.763176,-73.966526,Upper East Side-Carnegie Hill
MANHATTAN,40.782735,-73.975254,Upper West Side
MANHATTAN,40.773219,-73.978702,Lincoln Square
MANHATTAN,40.757767,-73.960388,Turtle Bay-East Midtown
MANHATTAN,40.816759,-73.935407,Central Harlem North-Polo Grounds
MANHATTAN,40.806216,-73.965608,Morningside Heights
MANHATTAN,40.804885,-73.938612,East Harlem North
MANHATTAN,40.79844,-73.965038,Upper West Side
MANHATTAN,40.746905,-73.979342,Murray Hill-Kips Bay
QUEENS,40.706193,-73.789136,Jamaica
BRONX,40.878155,-73.82813,Co-op City
MANHATTAN,40.742916,-73.989185,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.766889,-73.96369,Upper East Side-Carnegie Hill
QUEENS,40.720713,-73.83815,Forest Hills
MANHATTAN,40.753255,-73.990121,Midtown-Midtown South
MANHATTAN,40.745713,-73.991685,Midtown-Midtown South
MANHATTAN,40.771711,-73.990397,Lincoln Square
MANHATTAN,40.736787,-73.989305,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.752811,-73.990973,Midtown-Midtown South
MANHATTAN,40.740166,-73.989492,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.783183,-73.95248,Upper East Side-Carnegie Hill
BRONX,40.840344,-73.856218,Parkchester
BRONX,40.846454,-73.885438,East Tremont
MANHATTAN,40.801119,-73.967298,Morningside Heights
MANHATTAN,40.770215,-73.953717,Lenox Hill-Roosevelt Island
BROOKLYN,40.698486,-73.98666,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.74802,-73.977685,Murray Hill-Kips Bay
MANHATTAN,40.748882,-73.983524,Murray Hill-Kips Bay
MANHATTAN,40.796089,-73.971157,Upper West Side
BRONX,40.822205,-73.856893,Soundview-Castle Hill-Clason Point-Harding Park
MANHATTAN,40.778036,-73.95878,Upper East Side-Carnegie Hill
MANHATTAN,40.765998,-73.959636,Lenox Hill-Roosevelt Island
MANHATTAN,40.750903,-73.98448,Midtown-Midtown South
MANHATTAN,40.760121,-73.975144,Midtown-Midtown South
MANHATTAN,40.782432,-73.954585,Upper East Side-Carnegie Hill
BRONX,40.883054,-73.891107,Van Cortlandt Village
MANHATTAN,40.76488,-73.964785,Upper East Side-Carnegie Hill
MANHATTAN,40.786044,-73.971097,Upper West Side
MANHATTAN,40.763195,-73.956429,Lenox Hill-Roosevelt Island
MANHATTAN,40.765098,-73.982095,Midtown-Midtown South
MANHATTAN,40.774121,-73.961635,Upper East Side-Carnegie Hill
MANHATTAN,40.770383,-73.956041,Lenox Hill-Roosevelt Island
QUEENS,40.736848,-73.865062,Corona
MANHATTAN,40.722786,-73.991464,Chinatown
BROOKLYN,40.693691,-73.984786,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.762497,-73.997119,Clinton
MANHATTAN,40.740715,-73.995219,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.747239,-73.995294,Midtown-Midtown South
MANHATTAN,40.780955,-73.960826,Upper East Side-Carnegie Hill
BROOKLYN,40.694079,-73.991756,Brooklyn Heights-Cobble Hill
STATEN ISLAND,40.64412,-74.076584,West New Brighton-New Brighton-St. George
MANHATTAN,40.73533,-74.00967,West Village
MANHATTAN,40.75656,-73.961266,Turtle Bay-East Midtown
MANHATTAN,40.705209,-74.009998,Battery Park City-Lower Manhattan
MANHATTAN,40.74217,-73.991021,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.808999,-73.965686,Morningside Heights
BROOKLYN,40.687144,-73.981243,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.753663,-73.980744,Midtown-Midtown South
MANHATTAN,40.762015,-73.975717,Midtown-Midtown South
MANHATTAN,40.717939,-74.010559,SoHo-TriBeCa-Civic Center-Little Italy
QUEENS,40.746808,-73.912226,Woodside
QUEENS,40.760127,-73.759283,Bayside-Bayside Hills
MANHATTAN,40.765094,-73.991502,Clinton
QUEENS,40.749384,-73.952233,Hunters Point-Sunnyside-West Maspeth
BROOKLYN,40.576306,-73.999849,Seagate-Coney Island
MANHATTAN,40.795055,-73.962223,Upper West Side
MANHATTAN,40.754732,-73.989782,Midtown-Midtown South
MANHATTAN,40.763272,-73.958995,Lenox Hill-Roosevelt Island
MANHATTAN,40.756746,-73.984634,Midtown-Midtown South
MANHATTAN,40.764664,-73.978033,Midtown-Midtown South
BROOKLYN,40.592702,-73.981572,Gravesend
MANHATTAN,40.774196,-73.965365,Upper East Side-Carnegie Hill
BROOKLYN,40.690498,-73.958928,Bedford
MANHATTAN,40.712968,-74.00949,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.738952,-73.985479,Gramercy
MANHATTAN,40.780392,-73.985903,Lincoln Square
MANHATTAN,40.751281,-73.968051,Turtle Bay-East Midtown
MANHATTAN,40.800453,-73.969823,Upper West Side
MANHATTAN,40.784835,-73.980822,Upper West Side
MANHATTAN,40.760847,-73.971321,Midtown-Midtown South
MANHATTAN,40.753514,-73.990728,Midtown-Midtown South
QUEENS,40.706633,-73.834794,Kew Gardens
MANHATTAN,40.775114,-73.960884,Upper East Side-Carnegie Hill
MANHATTAN,40.777194,-73.95985,Upper East Side-Carnegie Hill
BRONX,40.850099,-73.900714,Mount Hope
MANHATTAN,40.785532,-73.977904,Upper West Side
MANHATTAN,40.800969,-73.968815,Upper West Side
MANHATTAN,40.778157,-73.976502,Lincoln Square
MANHATTAN,40.773491,-73.979348,Lincoln Square
MANHATTAN,40.747696,-73.981208,Midtown-Midtown South
MANHATTAN,40.763781,-73.960244,Lenox Hill-Roosevelt Island
BROOKLYN,40.690488,-73.990174,Brooklyn Heights-Cobble Hill
MANHATTAN,40.715916,-73.98657,Lower East Side
MANHATTAN,40.755265,-73.989132,Midtown-Midtown South
MANHATTAN,40.759951,-73.951446,Lenox Hill-Roosevelt Island
MANHATTAN,40.759988,-73.962874,Turtle Bay-East Midtown
MANHATTAN,40.784709,-73.952204,Upper East Side-Carnegie Hill
MANHATTAN,40.733117,-73.990911,West Village
MANHATTAN,40.812306,-73.963607,Morningside Heights
MANHATTAN,40.754605,-73.967858,Turtle Bay-East Midtown
MANHATTAN,40.776218,-73.963984,Upper East Side-Carnegie Hill
MANHATTAN,40.742834,-73.994735,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.759826,-73.972036,Turtle Bay-East Midtown
MANHATTAN,40.750067,-73.979179,Murray Hill-Kips Bay
MANHATTAN,40.764047,-73.970576,Upper East Side-Carnegie Hill
MANHATTAN,40.821583,-73.948482,Hamilton Heights
BROOKLYN,40.721489,-73.958332,North Side-South Side
MANHATTAN,40.749324,-73.984585,Midtown-Midtown South
BRONX,40.843248,-73.910407,Mount Hope
MANHATTAN,40.768868,-73.963328,Upper East Side-Carnegie Hill
MANHATTAN,40.706839,-74.010218,Battery Park City-Lower Manhattan
QUEENS,40.705537,-73.801509,Jamaica
MANHATTAN,40.776318,-73.980265,Lincoln Square
BROOKLYN,40.694007,-73.991504,Brooklyn Heights-Cobble Hill
MANHATTAN,40.790637,-73.977942,Upper West Side
BROOKLYN,40.586077,-73.944023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
MANHATTAN,40.808644,-73.947524,Central Harlem South
MANHATTAN,40.732673,-73.999524,West Village
MANHATTAN,40.755259,-73.992954,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.80681,-73.947258,Central Harlem South
MANHATTAN,40.778415,-73.958477,Upper East Side-Carnegie Hill
MANHATTAN,40.766514,-73.968629,Upper East Side-Carnegie Hill
MANHATTAN,40.763639,-73.97559,Midtown-Midtown South
MANHATTAN,40.743254,-73.989123,Hudson Yards-Chelsea-Flatiron-Union Square
QUEENS,40.736123,-73.806672,Pomonok-Flushing Heights-Hillcrest
MANHATTAN,40.740246,-73.992324,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.751684,-73.978428,Murray Hill-Kips Bay
MANHATTAN,40.764998,-73.957269,Lenox Hill-Roosevelt Island
MANHATTAN,40.716015,-74.004744,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.745512,-73.985449,Midtown-Midtown South
MANHATTAN,40.752877,-73.995113,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.761377,-73.987803,Clinton
BRONX,40.888713,-73.915597,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.742082,-73.994807,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.771925,-73.961665,Upper East Side-Carnegie Hill
MANHATTAN,40.731921,-73.996608,West Village
MANHATTAN,40.796049,-73.972978,Upper West Side
BRONX,40.839504,-73.858425,Parkchester
MANHATTAN,40.788052,-73.978477,Upper West Side
MANHATTAN,40.754183,-73.994156,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.745826,-73.976275,Murray Hill-Kips Bay
MANHATTAN,40.80363,-73.965451,Morningside Heights
BRONX,40.88035,-73.899277,Van Cortlandt Village
MANHATTAN,40.719407,-74.009751,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.715757,-74.011493,SoHo-TriBeCa-Civic Center-Little Italy
BRONX,40.815929,-73.886864,Hunts Point
MANHATTAN,40.75547,-73.989616,Midtown-Midtown South
BRONX,40.808492,-73.930665,Mott Haven-Port Morris
QUEENS,40.742166,-73.960033,Hunters Point-Sunnyside-West Maspeth
BRONX,40.887354,-73.912142,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.747876,-73.991064,Midtown-Midtown South
MANHATTAN,40.759469,-73.961633,Turtle Bay-East Midtown
MANHATTAN,40.755707,-73.992045,Clinton
MANHATTAN,40.774566,-73.99132,Lincoln Square
MANHATTAN,40.786274,-73.952766,Upper East Side-Carnegie Hill
MANHATTAN,40.711425,-74.015442,Battery Park City-Lower Manhattan
QUEENS,40.592035,-73.800011,Hammels-Arverne-Edgemere
BRONX,40.908632,-73.906499,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.754014,-73.980033,Midtown-Midtown South
MANHATTAN,40.724996,-74.000415,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.777074,-73.9539,Yorkville
MANHATTAN,40.793293,-73.974282,Upper West Side
MANHATTAN,40.74986,-74.006291,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.781056,-73.984517,Lincoln Square
MANHATTAN,40.737556,-74.005041,West Village
MANHATTAN,40.769465,-73.967894,Upper East Side-Carnegie Hill
MANHATTAN,40.787762,-73.973129,Upper West Side
MANHATTAN,40.757132,-73.979714,Midtown-Midtown South
MANHATTAN,40.754112,-73.999462,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.740935,-73.974516,Murray Hill-Kips Bay
MANHATTAN,40.706397,-74.006341,Battery Park City-Lower Manhattan
MANHATTAN,40.772362,-73.949715,Yorkville
MANHATTAN,40.762657,-73.965338,Lenox Hill-Roosevelt Island
MANHATTAN,40.742664,-73.998069,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.779272,-73.947142,Yorkville
MANHATTAN,40.779725,-73.984524,Lincoln Square
MANHATTAN,40.732925,-73.992397,West Village
MANHATTAN,40.810464,-73.963424,Morningside Heights
MANHATTAN,40.74564,-73.979963,Murray Hill-Kips Bay
MANHATTAN,40.738225,-73.992931,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.760757,-73.975569,Midtown-Midtown South
MANHATTAN,40.722635,-73.996977,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.782748,-73.975243,Upper West Side
MANHATTAN,40.737159,-73.978331,Murray Hill-Kips Bay
MANHATTAN,40.782869,-73.957095,Upper East Side-Carnegie Hill
MANHATTAN,40.789713,-73.980206,Upper West Side
MANHATTAN,40.755139,-73.992669,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.732407,-73.996226,West Village
MANHATTAN,40.712586,-74.009775,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.78351,-73.971141,Upper West Side
MANHATTAN,40.776108,-73.987432,Lincoln Square
MANHATTAN,40.736616,-73.986865,Gramercy
MANHATTAN,40.742375,-73.984757,Gramercy
MANHATTAN,40.805345,-73.963586,Morningside Heights
MANHATTAN,40.755673,-73.972377,Turtle Bay-East Midtown
BRONX,40.836774,-73.861509,Parkchester
MANHATTAN,40.772002,-73.963156,Upper East Side-Carnegie Hill
MANHATTAN,40.753249,-73.985274,Midtown-Midtown South
MANHATTAN,40.718683,-74.007998,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.747473,-73.97635,Murray Hill-Kips Bay
MANHATTAN,40.78148,-73.949101,Yorkville
MANHATTAN,40.740393,-73.988947,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,40.719229,-73.964203,North Side-South Side
MANHATTAN,40.74758,-74.001888,Hudson Yards-Chelsea-Flatiron-Union Square
QUEENS,40.739206,-73.785369,Fresh Meadows-Utopia
MANHATTAN,40.773785,-73.958245,Upper East Side-Carnegie Hill
MANHATTAN,40.760512,-73.971541,Turtle Bay-East Midtown
MANHATTAN,40.780565,-73.98143,Upper West Side
MANHATTAN,40.78477,-73.982176,Upper West Side
BRONX,40.888856,-73.91687,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.764179,-73.96119,Lenox Hill-Roosevelt Island
MANHATTAN,40.776003,-73.960233,Upper East Side-Carnegie Hill
MANHATTAN,40.726143,-74.005693,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.747494,-73.993183,Midtown-Midtown South
BRONX,40.890109,-73.911425,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.771198,-73.98705,Lincoln Square
QUEENS,40.723714,-73.848879,Forest Hills
MANHATTAN,40.734877,-73.994422,West Village
MANHATTAN,40.744036,-73.989607,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.754467,-73.979455,Midtown-Midtown South
MANHATTAN,40.706995,-74.012335,Battery Park City-Lower Manhattan
MANHATTAN,40.792101,-73.952174,East Harlem South
MANHATTAN,40.752223,-73.97,Turtle Bay-East Midtown
MANHATTAN,40.791381,-73.938769,East Harlem South
MANHATTAN,40.75025,-73.9966,Hudson Yards-Chelsea-Flatiron-Union Square
BRONX,40.904756,-73.906327,North Riverdale-Fieldston-Riverdale
MANHATTAN,40.712411,-73.992991,Chinatown
MANHATTAN,40.763182,-73.968511,Upper East Side-Carnegie Hill
MANHATTAN,40.736584,-73.993184,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.759195,-73.995798,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.740899,-73.999325,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.709589,-74.010186,Battery Park City-Lower Manhattan
MANHATTAN,40.752377,-73.988028,Midtown-Midtown South
MANHATTAN,40.733762,-73.992441,West Village
MANHATTAN,40.750587,-73.985697,Midtown-Midtown South
BRONX,40.831367,-73.926493,Highbridge
BROOKLYN,40.720077,-73.962813,North Side-South Side
MANHATTAN,40.756391,-73.978206,Midtown-Midtown South
MANHATTAN,40.783771,-73.954592,Upper East Side-Carnegie Hill
MANHATTAN,40.727422,-74.008392,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,40.760342,-73.969859,Turtle Bay-East Midtown
MANHATTAN,40.777048,-73.97791,Lincoln Square
BROOKLYN,40.697254,-73.986015,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.743248,-73.993591,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.793459,-73.939233,East Harlem North
MANHATTAN,40.74848,-73.973022,Turtle Bay-East Midtown
MANHATTAN,40.816099,-73.937604,Central Harlem North-Polo Grounds
MANHATTAN,40.771865,-73.955665,Lenox Hill-Roosevelt Island
MANHATTAN,40.807028,-73.965593,Morningside Heights
MANHATTAN,40.781542,-73.983206,Upper West Side
MANHATTAN,40.70706,-74.016519,Battery Park City-Lower Manhattan
MANHATTAN,40.853008,-73.939688,Washington Heights North
MANHATTAN,40.709311,-74.017764,Battery Park City-Lower Manhattan
MANHATTAN,40.744811,-73.979909,Murray Hill-Kips Bay
MANHATTAN,40.784028,-73.97638,Upper West Side
MANHATTAN,40.746345,-73.977502,Murray Hill-Kips Bay
MANHATTAN,40.858998,-73.922912,Marble Hill-Inwood
MANHATTAN,40.711072,-74.006684,Battery Park City-Lower Manhattan
MANHATTAN,40.768393,-73.963371,Upper East Side-Carnegie Hill
MANHATTAN,40.73708,-73.981027,Gramercy
MANHATTAN,40.761131,-73.975295,Midtown-Midtown South
MANHATTAN,40.785074,-73.969508,Upper West Side
MANHATTAN,40.748945,-73.981799,Murray Hill-Kips Bay
MANHATTAN,40.75902,-73.964625,Turtle Bay-East Midtown
MANHATTAN,40.800423,-73.971383,Upper West Side
MANHATTAN,40.735209,-74.001086,West Village
MANHATTAN,40.770215,-73.961692,Upper East Side-Carnegie Hill
MANHATTAN,40.785271,-73.975318,Upper West Side
MANHATTAN,40.780393,-73.957028,Upper East Side-Carnegie Hill
MANHATTAN,40.751807,-73.976944,Murray Hill-Kips Bay
BRONX,40.859808,-73.868536,Bronxdale
MANHATTAN,40.757582,-73.975805,Midtown-Midtown South
MANHATTAN,40.765028,-73.963193,Lenox Hill-Roosevelt Island
MANHATTAN,40.775988,-73.957229,Upper East Side-Carnegie Hill
QUEENS,40.737456,-73.876222,Elmhurst
MANHATTAN,40.750258,-73.98487,Midtown-Midtown South
MANHATTAN,40.741617,-73.987449,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,40.692882,-73.987256,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.710511,-74.012524,Battery Park City-Lower Manhattan
MANHATTAN,40.739828,-73.990823,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,40.783197,-73.946677,Yorkville
MANHATTAN,40.765933,-73.985065,Clinton
MANHATTAN,40.72457,-73.974143,Lower East Side
BROOKLYN,40.690647,-73.988346,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
MANHATTAN,40.791797,-73.948703,East Harlem South
BRONX,40.886429,-73.912248,Spuyten Duyvil-Kingsbridge
MANHATTAN,40.786451,-73.956814,Upper East Side-Carnegie Hill
